,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Country,City,USD_price
4180,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,15.79,4.5,GRP,41,Croatia (Hrvatska) , Split,477000.0
4182,Flybridge,Azimut power boats,"Used boat,Diesel",1997,24.15,5.9,PVC,102,Turkey ," MARMARIS, MARMARIS",477000.0
4189,Trawler,Rhea power boats,"Used boat,Diesel",2012,14.85,4.8,GRP,82,France , PACA,477000.0
4190,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,14.63,4.47,GRP,74,Spain , Mallorca ,477000.0
4191,Pilothouse,VICEM power boats,"Used boat,Diesel",2009,16.5,4.97,Wood,79,Spain , Baleares ,477000.0
4193,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2015,13.96,4.3,GRP,120,Spain , Mallorca ,476470.0
4194,Flybridge,Princess power boats,"Used boat,Diesel",2008,17.83,4.83,GRP,72,Croatia (Hrvatska) , INFO BOOTE RIEDL NOVIGRAD,475940.0
4196,Hardtop,Sessa power boats,"new boat from stock,Diesel",2020,13.5,3.99,GRP,160,Italy , Toscana ,475940.0
4197,Hardtop,Sunseeker power boats,"Used boat,Diesel",2006,17.35,4.6,GRP,40,Spain , Ibiza,475940.0
4198,Motor Yacht,Bavaria power boats,Used boat,2016,13.22,4.41,GRP,78,Croatia (Hrvatska) , onbekend,475940.0
4199,Motor Yacht,Galeon power boats,"Used boat,Diesel",2016,12.5,4.1,GRP,73,Spain , Mallorca ,475940.0
4200,Motor Yacht,Sarnico power boats,"Used boat,Diesel",2007,18.52,4.75,GRP,75,Italy , Napels,475940.0
4201,Flybridge,Galeon power boats,"Used boat,Diesel",2016,12.5,4.16,GRP,38,Spain , INFO DD-YACHTING,475940.0
4202,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2017,13.33,3.86,GRP,116,Germany , Berlin ,475940.0
4203,Flybridge,Astondoa power boats,"Used boat,Diesel",1995,20.26,5.4,GRP,82,Spain , Mallorca ,475940.0
4205,Motor Yacht,Azimut power boats,"Used boat,Diesel",2009,14.3,4.52,GRP,41,Croatia (Hrvatska) , INFO DD-YACHTING,466400.0
4207,Center console boat,Sunseeker power boats,"Used boat,Diesel",2010,13.47,4.3,GRP,94,Spain , Mallorca ,466400.0
4208,Hardtop,Sunseeker power boats,"Used boat,Diesel",2011,16.17,4.3,GRP,152,Spain , Santa Ponca,466400.0
4209,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,18.88,4.75,GRP,37,Croatia (Hrvatska) , On request,466400.0
4210,Flybridge,Apreamare power boats,Used boat,2013,14.97,4.8,GRP,89,Italy , Campania ,466400.0
4211,"Cabin Boat,Motor Yacht,Offshore Boat",Performance power boats,"Used boat,Unleaded",2013,13.33,3.4,GRP,345,Italy , Lake Garda ,466400.0
4212,Trawler,Linssen power boats,"Used boat,Diesel",2011,14.45,4.4,Steel,120,Germany , Brandenburg ,465340.0
4213,Flybridge,Princess power boats,"Used boat,Diesel",2006,17.0,4.0,GRP,69,Croatia (Hrvatska) , Dalmatia,465340.0
4214,Hardtop,Sunseeker power boats,"Used boat,Diesel",2008,17.6,4.63,GRP,189,Spain , Mallorca ,465340.0
4215,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2013,15.6,4.5,PVC,106,France ," CANET EN ROUSSILLON, France",465340.0
4217,Motor Yacht,Azimut power boats,"Used boat,Diesel",2004,19.0,5.0,GRP,139,Croatia (Hrvatska) , On request,465340.0
4218,Motor Yacht,Azimut power boats,"Used boat,Diesel",2006,19.86,5.25,GRP,378,Spain , Mallorca ,465340.0
4219,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2012,14.92,4.5,GRP,148,Germany , Neustadt in Holstein,465340.0
4220,Motor Yacht,Azimut power boats,"Used boat,Diesel",2006,18.41,4.98,GRP,85,Croatia (Hrvatska) , INFO DD-YACHTING,464280.0
4221,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,14.63,4.3,GRP,68,France , South of France,464280.0
4222,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,18.9,5.0,GRP,75,United Kingdom , Poole,399000.0
4223,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,15.1,4.32,PVC,58,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",463220.0
4224,Hardtop,Jeanneau power boats,"Used boat,Diesel",2011,14.95,4.5,GRP,42,Portugal , Vilamoura Algarve,461100.0
4226,Motor Yacht,Azimut power boats,"Used boat,Diesel",2011,16.7,4.74,GRP,76,Turkey , Mu?la,461100.0
4227,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,15.54,4.3,GRP,157,Spain , Mallorca ,395000.0
4231,Center console boat,Sunseeker power boats,"Used boat,Diesel",2001,22.9,5.43,GRP,258,Italy , Sicilia ,455800.0
4232,Flybridge,Azimut power boats,Used boat,2008,17.48,4.8,GRP,66,Italy , Campania ,455800.0
4234,Hardtop,Astondoa power boats,"Used boat,Diesel",2008,15.03,4.6,GRP,31,Italy , Anzio,455800.0
4235,Motor Yacht,Riva power boats,"Used boat,Diesel",2003,18.05,4.72,GRP,270,Germany , PORTO PICCOLO,455800.0
4239,Hardtop,Galeon power boats,"new boat from stock,Diesel",2019,13.46,3.9,GRP,367,Germany , Lake Constance ,450828.60000000003
4240,Hardtop,Sunseeker power boats,"Used boat,Diesel",2008,16.21,4.29,GRP,58,Italy , Aprilia Marittima di Latisana (UD),450500.0
4244,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,16.1,4.5,GRP,247,Croatia (Hrvatska) , Istria,495720.00000000006
4246,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,17.37,4.63,GRP,127,Croatia (Hrvatska) , Split,385000.0
4247,Cabin Boat,De Antonio Yachts power boats,"new boat on order,Unleaded",2020,12.64,3.99,GRP,323,Switzerland , Lake Geneva ,491929.2
4249,Flybridge,Sealine power boats,"Used boat,Diesel",2006,18.67,4.87,GRP,94,Croatia (Hrvatska) , auf Anfrage / on request / Adria / Kroatien,445200.0
4252,Flybridge,Burger power boats,"Used boat,Diesel",1985,23.99,5.94,Aluminium,86,Italy , Lazio ,445200.0
4254,Flybridge,Azimut power boats,"Used boat,Diesel",2008,14.46,4.62,GRP,78,Greece , Athens,445200.0
4256,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2009,16.46,4.5,GRP,20,Malta , Paceville,445200.0
4257,Flybridge,Skagen power boats,"Used boat,Diesel",2007,16.19,4.75,GRP,56,Italy , Mar Tirreno,445200.0
4260,Motor Yacht,Yaretti power boats,"Used boat,Diesel",2006,20.0,5.0,GRP,83,Croatia (Hrvatska) , Istra,444140.0
4261,Motor Yacht,Canados power boats,"Used boat,Diesel",2017,12.97,4.2,GRP,124,Spain , Ibiza,444140.0
4263,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,11.99,3.45,GRP,459,Switzerland , VierwaldstÃ¤ttersee ,442462.02
4267,Flybridge,Sessa power boats,"new boat from stock,Diesel",2020,13.2,3.9,GRP,115,Italy , Toscana ,429300.0
4269,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2020,11.96,3.75,GRP,48,Denmark , Showroom Toldbodgade 94 Randers,419860.00000000006
4270,Motor Yacht,Marex power boats,"Used boat,Diesel",2019,11.49,3.59,GRP,171,Denmark , Kontakt os,419720.00000000006
4271,Hardtop,Princess power boats,"new boat from stock,Diesel",2008,16.36,4.47,GRP,69,Denmark , Frankrig,418950.00000000006
4276,Flybridge,Jeanneau power boats,"Used boat,Diesel",2016,12.56,4.3,GRP,51,France , CÃ´te d'Azur ,424000.0
4279,Flybridge,Ferretti power boats,Used boat,2002,18.3,5.25,GRP,73,Italy , Campania ,424000.0
4281,Hardtop,Rizzardi power boats,Used boat,2010,16.0,4.4,GRP,65,Italy , Campania ,424000.0
4283,Motor Yacht,Marine Projects power boats,Used boat,1994,20.9,5.08,GRP,50,Estonia , Ostsee ,424000.0
4284,Motor Yacht,Elling power boats,"Used boat,Diesel",2014,13.8,4.25,GRP,115,Germany , Schleswig-Holstein ,423989.4
4285,Motor Yacht,Absolute power boats,"Used boat,Diesel",2008,16.8,4.66,GRP,48,Croatia (Hrvatska) , BOOTE RIEDL NOVIGRAD,423894.0
4286,Flybridge,Seaway power boats,"Used boat,Diesel",2010,16.0,4.0,GRP,84,Croatia (Hrvatska) , Istra,423470.0
4287,Motor Yacht,Sealine power boats,Used boat,2013,15.5,4.48,GRP,55,Greece , onbekend,423470.0
4288,Mega Yacht,PR Marine power boats,"Used boat,Diesel",1995,21.65,5.8,GRP,114,Italy , Adria (IT) ,422940.0
4290,Motor Yacht,Pershing power boats,"Used boat,Diesel",2008,15.23,4.38,GRP,130,Croatia (Hrvatska) , INFO BOOTE RIEDL DUBROVNIK,422940.0
4291,Hardtop,Princess power boats,"Used boat,Diesel",2003,20.33,5.08,GRP,280,Croatia (Hrvatska) , NOVIGRAD,422940.0
4292,Flybridge,Dalla Pieta power boats,"Used boat,Diesel",2006,18.0,4.0,GRP,85,Croatia (Hrvatska) , Istra,422940.0
4293,Sport Boat,Alfamarine power boats,"Used boat,Diesel",2009,18.96,4.6,GRP,90,Italy , Toscana ,422940.0
4294,Flybridge,Azimut power boats,"Used boat,Diesel",2013,14.0,4.8,PVC,118,Poland ," NIEPORET, Pologne",422940.0
4296,Flybridge,Jeanneau power boats,"Used boat,Diesel",2018,13.73,4.13,PVC,58,France ," CAP D'AGDE, CAP D'AGDE",422940.0
4299,Motor Yacht,Brabus power boats,"Used boat,Unleaded",2019,11.28,3.08,GRP,128,France , South of France,422940.0
4300,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2014,13.96,4.25,PVC,39,France ," Cavalaire, Cavalaire",421880.0
4303,Trawler,Grand Banks power boats,Used boat,2003,13.11,4.0,GRP,108,Netherlands , In verkoophaven,421880.0
4304,Sport Boat,SAY power boats,"new boat from stock,Electric",2019,8.85,2.78,Carbon Fiber,402,Switzerland , Lake of Zurich ,464400.00000000006
4305,Trawler,Smelne power boats,Used boat,2011,13.88,4.42,Steel,60,Netherlands , In verkoophaven,421350.0
4306,Trawler,Integrity power boats,"Used boat,Diesel",2015,14.4,4.35,GRP,80,Germany , Rostock,421350.0
4308,Flybridge,Jeanneau power boats,"Used boat,Diesel",2018,13.73,4.13,PVC,22,France ," LA GRANDE MOTTE, France",420820.0
4311,Hardtop,Jeanneau power boats,"Used boat,Diesel",2016,13.7,4.13,PVC,45,France ," SAINT CAST LE GUILDO, France",418700.0
4315,Motor Yacht,Riva power boats,"Used boat,Diesel",2002,18.32,4.75,GRP,74,France , Antibes,418700.0
4316,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",1996,24.0,6.08,GRP,71,Croatia (Hrvatska) , Rovinj,418700.0
4317,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,15.24,1.4,GRP,43,Spain , Mallorca ,418700.0
4321,Motor Yacht,Sunseeker power boats,Used boat,2000,21.0,5.2,GRP,75,Croatia (Hrvatska) ," Trogir, (CRO)",418700.0
4325,Flybridge,Sunseeker power boats,"Used boat,Diesel",2006,52.5,16.0,GRP,143,Malta , San ?iljan,418700.0
4326,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,14.94,4.29,GRP,95,Turkey , Gocek,418700.0
4333,Motor Yacht,Invictus power boats,"new boat from stock,Diesel",2020,11.4,3.5,GRP,139,Germany , Lake Constance ,412340.0
4337,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,14.3,4.1,PVC,52,France ," Matignon, France",412340.0
4338,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,11.47,3.59,PVC,46,France ," CANET EN ROUSSILLON, CANET EN ROUSSILLON",412340.0
4339,Trawler,Altena power boats,Used boat,1999,14.99,4.85,Steel,118,Netherlands , In verkoophaven,412340.0
4340,Motor Yacht,Prestige Yachts power boats,Used boat,2014,13.96,4.3,GRP,83,Netherlands , Stevensweert (NL),412340.0
4341,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2000,22.05,5.72,GRP,63,Italy , Sardegna ,412340.0
4343,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2013,13.96,4.3,GRP,106,Germany , Ostsee ,412340.0
4344,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2019,11.56,3.5,GRP,113,Netherlands , Flevoland ,412340.0
4348,Flybridge,Astondoa power boats,"new boat from stock,Diesel",2011,13.18,4.11,GRP,69,Denmark , Frankrig,404250.00000000006
4349,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,15.7,4.25,GRP,41,Croatia (Hrvatska) , NÃHE SPLIT - BOOTE RIEDL,411280.0
4350,Catamaran,Fountaine Pajot power boats,"new boat from stock,Diesel",2017,11.0,5.0,GRP,277,Switzerland , Lago Maggiore ,411280.0
4351,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2019,11.0,3.96,PVC,108,Belgium ," Nieuport, Belgique",410220.0
4354,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,11.49,3.49,GRP,368,Switzerland , Stansstad,408502.80000000005
4358,Trawler,Linssen power boats,"Used boat,Diesel",2010,12.55,4.2,Steel,111,Netherlands , In verkoophaven,408100.0
4359,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,15.0,4.0,GRP,70,Croatia (Hrvatska) , Dalmatia,408100.0
4360,Flybridge,Princess power boats,"Used boat,Diesel",2005,18.45,4.85,GRP,101,Portugal , Lisbon,408100.0
4361,Motor Yacht,Sealine power boats,"Used boat,Diesel",2011,12.9,4.48,GRP,81,Germany , N.-Deutschland,408100.0
4363,Motor Yacht,Princess power boats,Used boat,2004,20.33,5.08,GRP,107,Greece , Griechenland,401740.0
4365,House Boat,Overblue power boats,"Used boat,Diesel",2016,14.0,4.2,PVC,113,France ," MARTIGUES, MARTIGUES",401740.0
4366,Trawler,Integrity power boats,"Used boat,Diesel",2020,12.0,3.96,GRP,74,Germany , Rostock,401740.0
4367,Flybridge,Integrity power boats,"Used boat,Diesel",2020,11.7,4.11,GRP,44,Germany , Rostock,401740.0
4368,Flybridge,Azimut power boats,"Used boat,Diesel",2005,17.51,4.75,GRP,81,Croatia (Hrvatska) , INFO BOOTE RIEDL NOVIGRAD,401740.0
4369,Trawler,Treffer power boats,Used boat,2019,14.3,4.35,Steel,27,Netherlands , onbekend,401740.0
4370,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",2020,11.93,3.57,GRP,65,Germany , BÃ¶nningstedt,401740.0
4371,Catamaran,Leopard power boats,"Used boat,Diesel",2016,13.0,6.72,GRP,88,Seychelles , MahÃ©,401740.0
4372,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2019,11.7,3.53,GRP,73,Netherlands , onbekend,401325.54000000004
4380,Hardtop,Sunseeker power boats,"Used boat,Diesel",2007,17.1,4.6,GRP,41,Spain , Roses,397500.0
4381,Flybridge,Jeanneau power boats,"new boat from stock,Diesel",2019,11.43,3.84,GRP,110,Germany , Berlin ,397500.0
4382,Flybridge,Azimut power boats,"Used boat,Diesel",2002,19.86,5.27,PVC,68,Spain , Mallorca ,397500.0
4386,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2019,11.56,3.45,GRP,157,Germany , LÃ¼becker Bucht ,397500.0
4388,"Flybridge,Motor Yacht",Sunseeker power boats,"Used boat,Diesel",2006,16.3,4.65,GRP,312,Germany , Kroatien ,397500.0
4389,Flybridge,Sunseeker power boats,"Used boat,Diesel",2006,16.3,4.63,GRP,87,Croatia (Hrvatska) , Punat ,397500.0
4390,Trawler,Selene power boats,"Used boat,Diesel",2008,14.9,4.77,GRP,135,Morocco , Ceuta ,397500.0
4393,Motor Yacht,Windy power boats,"Used boat,Diesel",2006,17.83,4.54,GRP,113,Greece , .,392200.0
4394,Offshore Boat,Magnum power boats,"Used boat,Diesel",1994,16.2,4.8,GRP,227,Greece , Lavrion,392200.0
4395,Pilothouse,Jeanneau power boats,"new boat from stock,Diesel",2020,11.47,3.59,GRP,121,Germany , Bayern ,392094.0
4397,Hardtop,Greenline power boats,"new boat from stock,Unleaded",2020,11.99,4.25,GRP,88,Denmark , ab vÃ¦rft,384956.32000000007
4398,Motor Yacht,Fairline power boats,Used boat,1993,19.02,5.28,GRP,98,France , Francia Mediterraneo,391140.0
4399,Hardtop,Prestige Yachts power boats,Used boat,2013,15.2,4.5,GRP,43,Croatia (Hrvatska) ," Dubrovnik, (CRO)",391140.0
4400,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,13.88,4.25,PVC,56,France ," PORT LEUCATE, France",391140.0
4401,Motor Yacht,Four Winns power boats,"new boat from stock,Unleaded",2020,11.0,3.9,GRP,111,Spain , Baleares ,391140.0
4402,Flybridge,Galeon power boats,"Used boat,Diesel",2009,16.0,4.78,GRP,37,Spain , Mallorca ,391140.0
4404,Flybridge,Galeon power boats,"Used boat,Diesel",2009,16.26,4.78,GRP,75,Spain , Mallorca ,391140.0
4405,Motor Yacht,Linssen power boats,"Used boat,Diesel",2013,13.9,4.35,Steel,266,Germany , Berlin ,391140.0
4406,Trawler,Linssen power boats,Used boat,2011,13.9,4.35,Steel,54,Netherlands , Bestboats Roermond,390875.0
4408,Motor Yacht,Cantieri Estensi power boats,"Used boat,Diesel",2007,16.1,4.8,GRP,39,Italy , Mar Tirreno,390080.0
4409,Flybridge,Sunseeker power boats,"Used boat,Diesel",2005,15.24,4.63,GRP,140,United Kingdom , Torquay,335000.0
4410,Catamaran,Lagoon power boats,"Used boat,Diesel",2013,13.72,7.62,GRP,54,Croatia (Hrvatska) , Split,389020.0
4411,Trawler,Linssen power boats,Used boat,2015,13.15,4.3,Steel,137,Netherlands , In verkoophaven,386900.0
4412,Trawler,Linssen power boats,"Used boat,Diesel",2001,13.72,4.3,GRP,69,Germany , Informationen BCM-Yachtsales,386900.0
4413,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2008,15.54,4.36,GRP,58,Portugal , Vilamoura,386900.0
4415,Flybridge,Azimut power boats,"Used boat,Diesel",2006,17.51,4.75,GRP,28,Montenegro , Bar,386900.0
4417,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,13.88,4.25,PVC,126,France ," MONACO, France",386900.0
4418,Hardtop,Sealine power boats,"new boat from stock,Diesel",2021,11.04,3.5,GRP,161,Switzerland , VierwaldstÃ¤ttersee ,386444.2
4421,"Classic,Motor Yacht",Riva power boats,"Used boat,Diesel",2008,9.92,2.8,GRP,527,Switzerland , Lake Geneva ,421200.0
4423,Motor Yacht,Sealine power boats,Used boat,2011,15.41,4.61,GRP,50,Croatia (Hrvatska) ," Split, (CRO)",381600.0
4424,Flybridge,Sessa power boats,"Used boat,Diesel",2018,11.76,3.9,GRP,130,Croatia (Hrvatska) , Split,380540.0
4425,Hardtop,Fairline power boats,"Used boat,Diesel",2005,18.8,4.75,GRP,224,Germany , LÃ¼becker Bucht ,380540.0
4428,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,14.3,4.1,PVC,64,France ," Granville, Granville",379480.0
4429,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,9.48,2.94,GRP,327,Switzerland , Lago Maggiore ,416880.0
4430,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2005,15.67,4.6,GRP,21,France , Saint-Jean-Cap-Ferrat,325000.0
4431,Hardtop,Sunseeker power boats,"Used boat,Diesel",2014,12.4,3.87,GRP,168,Switzerland , Adria ,325000.0
4433,Flybridge,Princess power boats,"Used boat,Diesel",2007,15.39,4.3,GRP,50,United Kingdom , Southampton,325000.0
4434,Trawler,Linden power boats,Used boat,2007,14.5,4.4,Steel,42,Netherlands , In verkoophaven,376300.0
4436,Hardtop,Princess power boats,"Used boat,Diesel",2003,17.68,4.59,GRP,98,France , CÃ´te d'Azur ,376300.0
4437,Motor Yacht,Sealine power boats,"Used boat,Diesel",2009,15.0,4.0,GRP,48,Croatia (Hrvatska) , Kvarner,376300.0
4438,Hardtop,Mirakul power boats,"new boat on order,Diesel",2020,12.0,4.0,GRP,171,Switzerland , Lake Constance ,376300.0
4440,Sport Boat,Windy power boats,"new boat from stock,Diesel",2020,9.75,2.97,GRP,226,Switzerland , VierwaldstÃ¤ttersee ,413462.88
4442,Hardtop,Galeon power boats,"Used boat,Diesel",2017,11.37,3.43,GRP,481,Switzerland , VierwaldstÃ¤ttersee ,409860.0
4443,Motor Yacht,Belliure power boats,"Used boat,Diesel",2004,13.23,4.2,GRP,57,Spain , Costa Blanca ,371000.0
4446,Motor Yacht,Azimut power boats,"Used boat,Diesel",2005,14.93,4.42,GRP,41,Portugal , Lisbon,371000.0
4447,Motor Yacht,Baia power boats,"Used boat,Diesel",2003,17.0,4.75,GRP,102,Greece , Athen,371000.0
4450,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,13.88,4.25,PVC,103,France ," SOLENZARA, SOLENZARA",371000.0
4451,Motor Yacht,Johnson power boats,"Used boat,Diesel",1994,19.81,5.79,GRP,51,Montenegro , Budva,371000.0
4454,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,13.88,4.25,PVC,29,France ," Ajaccio, France",371000.0
4456,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2000,20.0,5.0,GRP,78,Croatia (Hrvatska) , ITALY- nord,370894.0
4457,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2019,11.47,3.59,GRP,57,Germany , Hamburg ,370894.0
4459,Classic,Zijlmans power boats,new boat from stock,2007,18.3,4.9,Steel,80,Netherlands , In verkoophaven,370470.0
4464,Trawler,Linssen power boats,"Used boat,Diesel",2001,13.72,4.3,GRP,82,Germany , Nordrhein-Westfalen ,369940.0
4465,Offshore Boat,Albatro power boats,"Used boat,Diesel",2011,15.3,4.0,GRP,99,Spain , Mallorca ,369940.0
4466,Flybridge,Azimut power boats,"Used boat,Diesel",2003,17.51,4.75,GRP,195,Italy , INFO BOOTE RIEDL,369940.0
4467,Motor Yacht,Princess power boats,"Used boat,Diesel",2006,18.12,4.76,GRP,317,Italy , Lago Maggiore ,369940.0
4468,Trawler,Pacific power boats,Used boat,2002,15.5,4.7,Steel,92,Netherlands , In verkoophaven,369940.0
4469,Sport Boat,Marian power boats,"new boat from stock,Electric",2019,7.9,2.5,GRP,248,Germany , Konstanz,369940.0
4470,Motor Yacht,Princess power boats,"Used boat,Diesel",2005,17.67,4.65,GRP,148,Spain , Ibiza,369940.0
4473,Motor Yacht,Sessa power boats,"Used boat,Diesel",2013,13.72,3.99,GRP,69,France , Beulieu,369940.0
4474,Motor Yacht,Dalla Pieta power boats,Used boat,2007,18.51,4.94,GRP,19,Croatia (Hrvatska) , In verkoophaven,369940.0
4477,Hardtop,Sessa power boats,"Used boat,Diesel",2013,13.85,3.99,PVC,65,France ," Beaulieu, Beaulieu",369940.0
4478,Motor Yacht,Ocean Alexander power boats,"Used boat,Diesel",2004,16.4,4.72,GRP,54,Germany , Rostock,369940.0
4479,Trawler,Integrity power boats,"Used boat,Diesel",2020,11.66,4.11,GRP,91,Germany , Rostock,369940.0
4482,Flybridge,Rodman power boats,"Used boat,Diesel",2008,16.21,4.75,GRP,67,Croatia (Hrvatska) , INFO BOOTE RIEDL SUKOSAN,369940.0
4485,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,12.64,3.97,PVC,45,France ," VANNES, VANNES",369940.0
4486,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,12.64,3.97,PVC,79,France ," Arzon, Arzon",369940.0
4487,Trawler,Belliure power boats,"Used boat,Diesel",2007,16.25,4.53,PVC,86,France , SARDAIGNE,369940.0
4488,Hardtop,Fiart Mare power boats,Used boat,2010,14.33,4.41,GRP,149,Italy , Campania ,360400.0
4490,Motor Yacht,Princess power boats,"Used boat,Diesel",2003,20.33,5.08,GRP,59,Italy , INFO DD-YACHTING,360400.0
4496,Flybridge,Aicon power boats,Used boat,2007,17.4,4.8,GRP,63,Italy , Toscana ,360400.0
4497,Motor Yacht,Princess power boats,"Used boat,Diesel",2005,18.2,4.6,GRP,92,Croatia (Hrvatska) , UMAG - BOOTE RIEDL,360389.4
4499,Motor Yacht,Belliure power boats,"Used boat,Diesel",2001,14.7,4.6,GRP,62,Spain , Alicante,360294.0
4500,Flybridge,Galeon power boats,"Used boat,Diesel",2007,16.26,4.76,GRP,64,Croatia (Hrvatska) , NOVIGRAD,360294.0
4501,Trawler,Linssen power boats,Used boat,2014,12.85,4.3,Steel,111,Netherlands , Bestboats Roermond,359870.0
4502,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2009,15.56,4.35,GRP,149,Croatia (Hrvatska) , INFO BOOTE RIEDL KROATIEN,359340.0
4504,Hardtop,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,111,Spain , Costa Blanca ,359340.0
4505,Hardtop,Sunseeker power boats,"Used boat,Diesel",2013,12.9,3.87,GRP,168,Switzerland , Ibiza ,359340.0
4506,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2001,21.81,5.2,GRP,612,Italy , Adria,359340.0
4507,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,12.92,3.9,GRP,36,Spain , Eivissa-San Juan,359340.0
4509,Motor Yacht,Princess power boats,"Used boat,Diesel",2010,12.75,3.99,GRP,81,Croatia (Hrvatska) , INFO BOOTE RIEDL NOVIGRAD,359340.0
4510,Hardtop,Princess power boats,"Used boat,Diesel",2010,13.86,3.98,GRP,1461,Croatia (Hrvatska) , Kroatien ,359340.0
4511,Hardtop,Cranchi power boats,"Used boat,Diesel",2014,13.82,4.06,GRP,206,France ," Frejus, Frankreich (CÃ´te dâAzur) ",359340.0
4515,Hardtop,Bavaria power boats,"new boat from stock,Unleaded",2019,13.29,3.99,GRP,79,Germany , Allert marin - Ausstellung,358367.98000000004
4517,Hardtop,Jeanneau power boats,"Used boat,Diesel",2014,13.93,4.1,GRP,159,France , MÃ©diterranÃ©e ,358174.0
4518,"Classic,Motor Yacht",Swiss Craft power boats,"Used boat,Unleaded",1968,9.6,3.5,Wood,187,Switzerland , Lake of Zurich ,394200.0
4520,Hardtop,Sunseeker power boats,"Used boat,Unleaded",1999,17.68,4.59,GRP,94,Spain , Mallorca ,349800.0
4523,Motor Yacht,Atlantis power boats,Used boat,2008,15.37,4.5,GRP,26,Croatia (Hrvatska) ," Primosten, (CRO)",349800.0
4524,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2017,13.41,3.99,GRP,74,Malta , Portomaso,349800.0
4525,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,13.72,4.19,GRP,53,Italy , Naples,349800.0
4527,Motor Yacht,Princess power boats,"Used boat,Diesel",2010,13.56,3.99,GRP,109,France , SÃDFRANKREICH,349800.0
4528,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2012,13.83,4.41,GRP,62,Croatia (Hrvatska) , KROATIEN,349800.0
4529,Hardtop,BÃ©nÃ©teau power boats,Used boat,2016,13.45,3.99,PVC,41,France ," Thonon-les-Bains, France",349800.0
4531,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,13.88,4.25,GRP,79,Italy , Livorno,349800.0
4532,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2004,16.4,4.5,GRP,43,Italy , Liguria ,349800.0
4533,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,14.33,4.3,GRP,68,Spain , Mallorca ,349800.0
4534,Motor Yacht,Jeanneau power boats,Used boat,2019,11.6,3.95,GRP,34,Finland ," Turku, (FI)",348899.0
4536,Motor Yacht,van der Heijden power boats,Used boat,2006,14.99,4.5,Steel,41,Netherlands , In verkoophaven,348740.0
